rank,id,name,dataDrivenScore,contributingModels,coveragePct
3631,alfonso-cuar-n,Alfonso Cuarón,794.7272,6,0.4615
3632,mary-church-terrell,Mary Church Terrell,794.761,2,0.1538
3633,guillermo-del-toro,Guillermo del Toro,794.7686,6,0.4615
3634,dante-gabriel-rossetti,Dante Gabriel Rossetti,794.7762,1,0.0769
3635,anton-zeilinger,Anton Zeilinger,794.7962,2,0.1538
3636,pope-adrian-vi,Pope Adrian VI,794.8097,1,0.0769
3637,anthony-of-padua,Anthony of Padua,794.8715,2,0.1538
3638,zhang-zeduan,Zhang Zeduan,794.878,2,0.1538
3639,hugo-von-hofmannsthal,Hugo von Hofmannsthal,794.9109,1,0.0769
3640,erode-venkatappa-ramasamy,Erode Venkatappa Ramasamy,794.925,2,0.1538
3641,eugene-iv,Eugene IV,794.989,2,0.1538
3642,tom-ford,Tom Ford,795.0413,2,0.1538
3643,stefan-banach,Stefan Banach,795.0488,1,0.0769
3644,ole-r-mer,Ole Rømer,795.0845,2,0.1538
3645,jean-arp,Jean Arp,795.0993,2,0.1538
3646,judy-garland,Judy Garland,795.1027,2,0.1538
3647,otumfuo-nana-osei-tutu-ii,Otumfuo Nana Osei Tutu II,795.1157,2,0.1538
3648,carrie-mae-weems,Carrie Mae Weems,795.1171,3,0.2308
3649,yamagata-aritomo,Yamagata Aritomo,795.1955,2,0.1538
3650,john-foster-dulles,John Foster Dulles,795.2185,3,0.2308
3651,edward-steichen,Edward Steichen,795.2284,2,0.1538
3652,jean-froissart,Jean Froissart,795.2532,1,0.0769
3653,reinhard-heydrich,Reinhard Heydrich,795.2788,2,0.1538
3654,harold-bloom,Harold Bloom,795.2871,5,0.3846
3655,george-bancroft,George Bancroft,795.3214,1,0.0769
3656,lucian-of-samosata,Lucian of Samosata,795.324,1,0.0769
3657,ph-m-v-n-ng,Phạm Văn Đồng,795.3498,2,0.1538
3658,cordell-hull,Cordell Hull,795.3719,3,0.2308
3659,tirso-de-molina,Tirso de Molina,795.4247,2,0.1538
3660,thomas-babington-macaulay-1st-baron-macaulay,Thomas Babington Macaulay,795.4408,2,0.1538
3661,francis-parkman,Francis Parkman,795.4577,1,0.0769
3662,ernst-j-nger,Ernst Jünger,795.4829,1,0.0769
3663,john-searle,John Searle,795.4872,3,0.2308
3664,ang-lee,Ang Lee,795.5092,5,0.3846
3665,mary-of-teck,Mary of Teck,795.5233,1,0.0769
3666,meher-baba,Meher Baba,795.594,1,0.0769
3667,james-nachtwey,James Nachtwey,795.6477,3,0.2308
3668,dale-carnegie,Dale Carnegie,795.709,2,0.1538
3669,william-bradford,William Bradford,795.7425,2,0.1538
3670,northrop-frye,Northrop Frye,795.7467,3,0.2308
3671,napoleon-hill,Napoleon Hill,795.8297,2,0.1538
3672,pope-clement-viii,Pope Clement VIII,795.8607,2,0.1538
3673,svetlana-alexievich,Svetlana Alexievich,795.8988,2,0.1538
3674,robert-venturi,Robert Venturi,795.9018,2,0.1538
3675,bill-mckibben,Bill McKibben,795.9096,2,0.1538
3676,rafael-lemkin,Rafael Lemkin,795.9418,1,0.0769
3677,pierre-teilhard-de-chardin,Pierre Teilhard de Chardin,796.0029,1,0.0769
3678,andy-clark,Andy Clark,796.0181,2,0.1538
3679,pope-clement-xi,Pope Clement XI,796.0642,2,0.1538
3680,wu-cheng-en,Wu Cheng'en,796.0938,1,0.0769
3681,sarakhsi,Sarakhsi,796.1599,1,0.0769
3682,ramana-maharshi,Ramana Maharshi,796.1819,1,0.0769
3683,robert-f-kennedy,Robert F. Kennedy,796.2073,1,0.0769
3684,william-hardy-mcneill,William Hardy McNeill,796.2073,1,0.0769
3685,ecgberht-king-of-wessex,"Ecgberht, King of Wessex",796.237,1,0.0769
3686,august-wilhelm-schlegel,August Wilhelm Schlegel,796.2455,2,0.1538
3687,erik-satie,Erik Satie,796.2613,2,0.1538
3688,kenneth-pomeranz,Kenneth Pomeranz,796.2755,1,0.0769
3689,shapur-i,Shapur I,796.2849,2,0.1538
3690,baldwin-iv-of-jerusalem,Baldwin IV of Jerusalem,796.3019,1,0.0769
3691,guru-har-rai,Guru Har Rai,796.3408,1,0.0769
3692,eug-ne-ionesco,Eugène Ionesco,796.3437,1,0.0769
3693,giovanni-battista-piranesi,Giovanni Battista Piranesi,796.3726,1,0.0769
3694,madam-c-j-walker,Madam C. J. Walker,796.3769,1,0.0769
3695,sim-on-denis-poisson,Siméon Denis Poisson,796.4044,1,0.0769
3696,fran-oise-barr-sinoussi,Françoise Barré-Sinoussi.,796.4076,4,0.3077
3697,al-idrisi,Al-idrisi,796.43,3,0.2308
3698,anthony-the-great,Anthony the Great,796.4316,1,0.0769
3699,anthony-hopkins,Anthony Hopkins,796.4557,2,0.1538
3700,ismat-chughtai,Ismat Chughtai,796.4818,2,0.1538
3701,claus-schenk-graf-von-stauffenberg,Claus Schenk Graf von Stauffenberg,796.4894,2,0.1538
3702,douglas-adams,Douglas Adams,796.4898,4,0.3077
3703,gustavus-adolphus-of-sweden,Gustavus Adolphus of Sweden,796.4965,1,0.0769
3704,michael-berry-jr,Michael Berry Jr.,796.5147,1,0.0769
3705,edith-cavell,Edith Cavell,796.5567,3,0.2308
3706,pope-clement-xiii,Pope Clement XIII,796.6002,2,0.1538
3707,garry-kasparov,Garry Kasparov,796.6302,2,0.1538
3708,michael-graves,Michael Graves,796.6842,2,0.1538
3709,franz-kline,Franz Kline,796.7327,1,0.0769
3710,henry-george,Henry George,796.7556,1,0.0769
3711,pope-clement-xiv,Pope Clement XIV,796.7871,2,0.1538
3712,ctesias,Ctesias,796.7987,2,0.1538
3713,richard-burton,Richard Burton,796.8091,3,0.2308
3714,jan-karski,Jan Karski,796.8582,2,0.1538
3715,jhumpa-lahiri,Jhumpa Lahiri,796.8598,3,0.2308
3716,clyfford-still,Clyfford Still,796.9163,2,0.1538
3717,fran-ois-jacob,François Jacob,796.9287,2,0.1538
3718,hedley-bull,Hedley Bull,796.957,1,0.0769
3719,edward-victor-appleton,Edward Victor Appleton,797.0155,1,0.0769
3720,david-gross,David Gross,797.0349,2,0.1538
3721,jean-fran-ois-millet,Jean-François Millet,797.0462,1,0.0769
3722,aurobindo-ghose,Aurobindo Ghose,797.0553,1,0.0769
3723,nizar-qabbani,Nizar Qabbani,797.0725,2,0.1538
3724,raymond-aron,Raymond Aron,797.0933,1,0.0769
3725,friedrich-schleiermacher,Friedrich Schleiermacher,797.123,3,0.2308
3726,samuel-slater,Samuel Slater,797.1273,1,0.0769
3727,vitaly-ginzburg,Vitaly Ginzburg,797.1419,2,0.1538
3728,rajneesh,Rajneesh,797.2035,2,0.1538
3729,nicki-minaj,Nicki Minaj,797.2265,2,0.1538
3730,william-beebe,William Beebe,797.2296,1,0.0769
3731,saul-alinsky,Saul Alinsky,797.2508,2,0.1538
3732,park-geun-hye,Park Geun-hye,797.2952,3,0.2308
3733,eric-voegelin,Eric Voegelin,797.2978,1,0.0769
3734,al-dhahabi,Al-Dhahabi,797.3156,1,0.0769
3735,abdullah-i-of-jordan,Abdullah I of Jordan,797.3282,1,0.0769
3736,michael-oakeshott,Michael Oakeshott,797.3659,1,0.0769
3737,violeta-chamorro,Violeta Chamorro,797.4483,2,0.1538
3738,paul-hindemith,Paul Hindemith,797.4552,2,0.1538
3739,christina-queen-of-sweden,"Christina, Queen of Sweden",797.4696,1,0.0769
3740,selman-abraham-waksman,Selman Abraham Waksman,797.4979,3,0.2308
3741,frank-stella,Frank Stella,797.5114,2,0.1538
3742,akka-mahadevi,Akka Mahadevi,797.5137,2,0.1538
3743,guru-har-krishan,Guru Har Krishan,797.5165,1,0.0769
3744,bal-gangadhar-tilak,Bal Gangadhar Tilak,797.5249,1,0.0769
3745,cardi-b,Cardi B,797.554,2,0.1538
3746,bartolom-mitre,Bartolomé Mitre,797.5654,2,0.1538
3747,josiah-royce,Josiah Royce,797.5801,1,0.0769
3748,michael-dell,Michael Dell,797.5801,5,0.3846
3749,abdulrazak-gurnah,Abdulrazak Gurnah,797.7742,2,0.1538
3750,th-odore-g-ricault,Théodore Géricault,797.8343,1,0.0769
3751,al-battani,Al-battani,797.8848,3,0.2308
3752,robert-trivers,Robert Trivers,797.913,3,0.2308
3753,pappus-of-alexandria,Pappus of Alexandria,797.9381,2,0.1538
3754,horace-greeley,Horace Greeley,797.9614,1,0.0769
3755,ruth-barcan-marcus,Ruth Barcan Marcus,797.9793,1,0.0769
3756,mona-hatoum,Mona Hatoum,798.0362,2,0.1538
3757,charles-david-keeling,Charles David Keeling,798.0777,2,0.1538
3758,irvin-yalom,Irvin Yalom,798.0798,3,0.2308
3759,arvo-p-rt,Arvo Pärt,798.0918,2,0.1538
3760,ralph-vaughan-williams,Ralph Vaughan Williams,798.1043,1,0.0769
3761,lars-onsager,Lars Onsager,798.1156,1,0.0769
3762,g-e-m-anscombe,G. E. M. Anscombe,798.1156,1,0.0769
3763,pope-sixtus-iv,Pope Sixtus IV,798.1581,2,0.1538
3764,christian-ix-of-denmark,Christian IX of Denmark,798.1833,1,0.0769
3765,ajahn-chah,Ajahn Chah,798.1837,1,0.0769
3766,jordan-peele,Jordan Peele,798.2186,4,0.3077
3767,john-viii-palaiologos,John VIII Palaiologos,798.2342,2,0.1538
3768,luciano-berio,Luciano Berio,798.237,2,0.1538
3769,philippa-foot,Philippa Foot,798.2519,1,0.0769
3770,seungsahn,Seungsahn,798.3201,1,0.0769
3771,methuselah,Methuselah,798.3201,2,0.1538
3772,samuel-von-pufendorf,Samuel von Pufendorf,798.3219,2,0.1538
3773,philip-levine,Philip Levine,798.3427,1,0.0769
3774,edward-o-wilson,Edward O. Wilson,798.383,1,0.0769
3775,bernard-williams,Bernard Williams,798.3882,1,0.0769
3776,harold-garfinkel,Harold Garfinkel,798.3882,1,0.0769
3777,charles-koch,Charles Koch,798.4254,5,0.3846
3778,hiram-bingham-iii,Hiram Bingham III,798.4316,2,0.1538
3779,taizan-maezumi,Taizan Maezumi,798.4564,1,0.0769
3780,alfred-sch-tz,Alfred Schütz,798.4564,1,0.0769
3781,albrecht-von-haller,Albrecht von Haller,798.491,1,0.0769
3782,paul-kennedy,Paul Kennedy,798.5186,2,0.1538
3783,george-herbert-mead,George Herbert Mead,798.5245,1,0.0769
3784,post-malone,Post Malone,798.5403,2,0.1538
3785,the-weeknd,The Weeknd,798.5666,2,0.1538
3786,john-wilkes-booth,John Wilkes Booth,798.5694,2,0.1538
3787,pema-ch-dr-n,Pema Chödrön,798.5732,2,0.1538
3788,samuel-barber,Samuel Barber,798.5939,2,0.1538
3789,brian-wilson,Brian Wilson,798.6116,3,0.2308
3790,pearl-s-buck,Pearl S. Buck,798.6453,2,0.1538
3791,anastasius-i,Anastasius I,798.6604,1,0.0769
3792,zhao-mengfu,Zhao Mengfu,798.6604,1,0.0769
3793,juana-azurduy,Juana Azurduy .,798.6753,1,0.0769
3794,fan-kuan,Fan Kuan,798.6968,2,0.1538
3795,jack-kornfield,Jack Kornfield,798.7115,2,0.1538
3796,filippo-lippi,Filippo Lippi,798.748,2,0.1538
3797,jean-cocteau,Jean Cocteau,798.8312,1,0.0769
3798,marlene-dietrich,Marlene Dietrich,798.832,1,0.0769
3799,tony-robbins,Tony Robbins,798.8464,2,0.1538
3800,laurence-olivier,Laurence Olivier,798.8628,3,0.2308
3801,tetsugen-bernard-glassman,Tetsugen Bernard Glassman,798.8653,1,0.0769
3802,mata-amritanandamayi,Mata Amritanandamayi,798.8957,2,0.1538
3803,ernst-bloch,Ernst Bloch,798.9146,1,0.0769
3804,dong-qichang,Dong Qichang,798.9146,1,0.0769
3805,james-vi-and-i,James VI and I,798.9189,3,0.2308
3806,tyler-burge,Tyler Burge,798.9334,1,0.0769
3807,katy-perry,Katy Perry,798.9553,3,0.2308
3808,ta-nehisi-coates,Ta-Nehisi Coates,798.9575,2,0.1538
3809,joan-halifax,Joan Halifax,799.0016,1,0.0769
3810,giambattista-della-porta,Giambattista della Porta,799.0417,1,0.0769
3811,ouyang-xiu,Ouyang Xiu,799.0902,3,0.2308
3812,nicholas-v,Nicholas V,799.1838,1,0.0769
3813,blaise-meliani,Blaise Meliani,799.2742,1,0.0769
3814,derek-parfit,Derek Parfit,799.2742,1,0.0769
3815,tenzin-palmo,Tenzin Palmo,799.2742,1,0.0769
3816,samuel,Samuel,799.2944,2,0.1538
3817,louis-xvii-of-france,Louis XVII of France,799.2964,2,0.1538
3818,juan-sebasti-n-elcano,Juan Sebastián Elcano,799.3035,2,0.1538
3819,shirin-neshat,Shirin Neshat,799.3372,3,0.2308
3820,augustus-pugin,Augustus Pugin,799.3383,1,0.0769
3821,patricia-churchland,Patricia Churchland,799.3423,1,0.0769
3822,vince-mcmahon,Vince McMahon,799.346,1,0.0769
3823,willem-johan-kolff,Willem Johan Kolff,799.3465,2,0.1538
3824,rumiko-takahashi,Rumiko Takahashi,799.3607,5,0.3846
3825,nicol-s-cop-rnico,Nicolás Copérnico,799.365,1,0.0769
3826,nestorius,Nestorius,799.3776,1,0.0769
3827,joseph-murray,Joseph Murray,799.3836,2,0.1538
3828,ayy-khem,Ayyā Khemā,799.4105,1,0.0769
3829,ptolemy-iv-philopator,Ptolemy IV Philopator,799.4219,1,0.0769
3830,ferdinand-gregorovius,Ferdinand Gregorovius,799.423,1,0.0769
3831,john-grisham,John Grisham,799.4316,2,0.1538
3832,nelson-rockefeller,Nelson Rockefeller,799.4555,4,0.3077
3833,ptolemy-v-epiphanes,Ptolemy V Epiphanes,799.4725,1,0.0769
3834,paul-churchland,Paul Churchland,799.4786,1,0.0769
3835,felix-bloch,Felix Bloch,799.5175,2,0.1538
3836,dieter-rams,Dieter Rams,799.5186,2,0.1538
3837,sylvia-boorstein,Sylvia Boorstein,799.5468,1,0.0769
3838,james-patterson,James Patterson,799.6085,2,0.1538
3839,vincent-de-paul,Vincent de Paul,799.6243,1,0.0769
3840,pope-innocent-xii,Pope Innocent XII,799.6786,2,0.1538
3841,tara-brach,Tara Brach,799.6831,1,0.0769
3842,timothy-williamson,Timothy Williamson,799.7512,1,0.0769
3843,juan-gin-s-de-sep-lveda,Juan Ginés de Sepúlveda,799.7513,1,0.0769
3844,lewis-mumford,Lewis Mumford,799.7937,2,0.1538
3845,vince-lombardi,Vince Lombardi,799.8194,1,0.0769
3846,ulric-neisser,Ulric Neisser,799.8302,2,0.1538
3847,antonin-artaud,Antonin Artaud,799.8679,1,0.0769
3848,hermann-minkowski,Hermann Minkowski,799.8705,2,0.1538
3849,jayaprakash-narayan,Jayaprakash Narayan,799.8875,1,0.0769
3850,kit-fine,Kit Fine,799.8875,1,0.0769
3851,raymond-loewy,Raymond Loewy,799.9193,2,0.1538
3852,louis-vuitton,Louis Vuitton,799.9312,2,0.1538
3853,dzigar-kongtrul,Dzigar Kongtrul,799.9557,1,0.0769
3854,hiroshima-mayor-shinzo-hamai,Hiroshima Mayor Shinzo Hamai,799.9803,1,0.0769
3855,saul,Saul,799.9932,3,0.2308
3856,shunryu-suzuki,Shunryu Suzuki,800.0132,2,0.1538
3857,crispin-wright,Crispin Wright,800.0238,1,0.0769
3858,camillo-golgi,Camillo Golgi,800.0633,3,0.2308
3859,pope-pius-iii,Pope Pius III,800.0647,1,0.0769
3860,tsultrim-allione,Tsultrim Allione,800.092,1,0.0769
3861,ernest-renan,Ernest Renan,800.1539,1,0.0769
3862,mildred-dresselhaus,Mildred Dresselhaus,800.1574,1,0.0769
3863,v-clav-klaus,Václav Klaus,800.1612,1,0.0769
3864,sandra-cisneros,Sandra Cisneros,800.1926,3,0.2308
3865,ch-gyam-trungpa,Chögyam Trungpa,800.218,2,0.1538
3866,surya-das,Surya Das,800.2283,1,0.0769
3867,julia-alvarez,Julia Alvarez,800.2294,3,0.2308
3868,jamie-oliver,Jamie Oliver,800.2558,2,0.1538
3869,gordon-ramsay,Gordon Ramsay,800.256,2,0.1538
3870,enid-blyton,Enid Blyton,800.2573,1,0.0769
3871,louis-mountbatten-1st-earl-mountbatten-of-burma,"Louis Mountbatten, 1st Earl Mountbatten of Burma",800.2593,1,0.0769
3872,adam-michnik,Adam Michnik,800.2624,1,0.0769
3873,hartry-field,Hartry Field,800.2965,1,0.0769
3874,sadhguru,Sadhguru,800.3018,3,0.2308
3875,george-paget-thomson,George Paget Thomson,800.3193,2,0.1538
3876,art-spiegelman,Art Spiegelman,800.3255,4,0.3077
3877,inigo-jones,Inigo Jones,800.3805,2,0.1538
3878,hugh-masekela,Hugh Masekela,800.3849,3,0.2308
3879,penelope-maddy,Penelope Maddy,800.4328,1,0.0769
3880,ferdinand-braun,Ferdinand Braun,800.4662,2,0.1538
3881,lala-lajpat-rai,Lala Lajpat Rai,800.4668,1,0.0769
3882,sylvia-pankhurst,Sylvia Pankhurst,800.5009,1,0.0769
3883,shinzen-young,Shinzen Young,800.5009,1,0.0769
3884,stewart-shapiro,Stewart Shapiro,800.5691,1,0.0769
3885,nadia-murad-basee,Nadia Murad Basee,800.5977,2,0.1538
3886,dadabhai-naoroji,Dadabhai Naoroji,800.6031,1,0.0769
3887,jean-anouilh,Jean Anouilh,800.6941,1,0.0769
3888,yves-klein,Yves Klein,800.7016,2,0.1538
3889,robert-moog,Robert Moog,800.7277,1,0.0769
3890,ibram-x-kendi,Ibram X. Kendi,800.7378,2,0.1538
3891,pope-clement-v,Pope Clement V,800.7702,2,0.1538
3892,j-nos-k-d-r,János Kádár,800.7735,1,0.0769
3893,bhikkhu-bodhi,Bhikkhu Bodhi,800.7735,1,0.0769
3894,mordechai-anielewicz,Mordechai Anielewicz,800.7735,1,0.0769
3895,theodor-schwann,Theodor Schwann,800.7886,2,0.1538
3896,michael-mann,Michael Mann,800.7981,3,0.2308
3897,ystein-linnebo,Øystein Linnebo,800.8417,1,0.0769
3898,imelda-marcos,Imelda Marcos,800.8432,1,0.0769
3899,mahalia-jackson,Mahalia Jackson,800.9098,1,0.0769
3900,h-nissaro-bhikkhu,Ṭhānissaro Bhikkhu,800.9098,1,0.0769
3901,carol-s-dweck,Carol S. Dweck,800.9136,2,0.1538
3902,james-v-of-scotland,James V of Scotland,800.973,1,0.0769
3903,w-adys-aw-gomu-ka,Władysław Gomułka,800.978,1,0.0769
3904,james-ladyman,James Ladyman,800.978,1,0.0769
3905,tintoretto,Tintoretto,800.9838,4,0.3077
3906,tr-n-h-ng-o,Trần Hưng Đạo,800.99,1,0.0769
3907,robin-diangelo,Robin DiAngelo,801.0283,2,0.1538
3908,edward-gierek,Edward Gierek,801.0461,1,0.0769
3909,ajahn-brahm,Ajahn Brahm,801.0461,1,0.0769
3910,romulus-augustulus,Romulus Augustulus,801.0906,1,0.0769
3911,bas-van-fraassen,Bas van Fraassen,801.1143,1,0.0769
3912,jean-moulin,Jean Moulin,801.1143,1,0.0769
3913,olivia-rodrigo,Olivia Rodrigo,801.1164,2,0.1538
3914,hannah-szenes,Hannah Szenes,801.1484,1,0.0769
3915,pope-alexander-vii,Pope Alexander VII,801.1535,2,0.1538
3916,ajahn-sumedho,Ajahn Sumedho,801.1824,1,0.0769
3917,will-eisner,Will Eisner,801.1895,3,0.2308
3918,robert-mcruer,Robert McRuer,801.2012,3,0.2308
3919,nancy-cartwright,Nancy Cartwright,801.2506,1,0.0769
3920,maximilian-kolbe,Maximilian Kolbe,801.2568,1,0.0769
3921,dua-lipa,Dua Lipa,801.3458,3,0.2308
3922,ian-hacking,Ian Hacking,801.3869,1,0.0769
3923,wilhelm-dilthey,Wilhelm Dilthey,801.4013,2,0.1538
3924,wallis-simpson,Wallis Simpson,801.4271,1,0.0769
3925,daniel-goleman,Daniel Goleman,801.4528,2,0.1538
3926,alfred-de-musset,Alfred de Musset,801.455,1,0.0769
3927,pa-ita,Paṇḍita,801.455,1,0.0769
3928,zakariya-al-qazwini,Zakariya al-Qazwini,801.4565,1,0.0769
3929,j-edgar-hoover,J. Edgar Hoover,801.5386,2,0.1538
3930,frank-miller,Frank Miller,801.5866,3,0.2308
3931,virgil-abloh,Virgil Abloh,801.5896,3,0.2308
3932,s-n-goenka,S. N. Goenka,801.5913,1,0.0769
3933,liu-zongyuan,Liu Zongyuan,801.6233,1,0.0769
3934,harry-styles,Harry Styles,801.6536,2,0.1538
3935,michael-friedman,Michael Friedman,801.6595,1,0.0769
3936,gustavo-guti-rrez,Gustavo Gutiérrez,801.6682,2,0.1538
3937,charles-perrault,Charles Perrault,801.6866,1,0.0769
3938,jerry-fodor,Jerry Fodor,801.6936,1,0.0769
3939,justus-lipsius,Justus Lipsius,801.7109,1,0.0769
3940,dipa-ma,Dipa Ma,801.7276,1,0.0769
3941,crates-of-thebes,Crates of Thebes,801.7498,1,0.0769
3942,makoto-shinkai,Makoto Shinkai,801.766,3,0.2308
3943,emperor-xuanzong,Emperor Xuanzong,801.7744,1,0.0769
3944,travis-scott,Travis Scott,801.7818,2,0.1538
3945,al-mubashshir-ibn-f-tik,Al-Mubashshir ibn Fātik,801.7839,1,0.0769
3946,lu-jiuyuan,Lu Jiuyuan,801.8004,1,0.0769
3947,guru-angad,Guru Angad,801.8062,1,0.0769
3948,william-i-german-emperor,"William I, German Emperor",801.8164,1,0.0769
3949,mary-kingsley,Mary Kingsley,801.8509,3,0.2308
3950,mahasi-sayadaw,Mahasi Sayadaw,801.8639,1,0.0769
3951,johann-balthasar-neumann,Johann Balthasar Neumann,801.8698,1,0.0769
3952,maximilian-ii-holy-roman-emperor,"Maximilian II, Holy Roman Emperor",801.8813,1,0.0769
3953,mamoru-hosoda,Mamoru Hosoda,801.8897,3,0.2308
3954,hasok-chang,Hasok Chang,801.9321,1,0.0769
3955,tadeusz-mazowiecki,Tadeusz Mazowiecki,801.9321,1,0.0769
3956,panaetius,Panaetius,801.9523,1,0.0769
3957,bh-skara-ii,Bhāskara II,801.9695,1,0.0769
3958,luc-montagnier,Luc Montagnier,801.9872,3,0.2308
3959,ledi-sayadaw,Ledi Sayadaw,802.0003,1,0.0769
3960,posidonius,Posidonius,802.0029,1,0.0769
3961,linda-b-buck,Linda B. Buck,802.0218,3,0.2308
3962,eug-ne-viollet-le-duc,Eugène Viollet-le-Duc,802.0286,1,0.0769
3963,helen-longino,Helen Longino,802.0684,1,0.0769
3964,bronis-aw-geremek,Bronisław Geremek,802.0684,1,0.0769
3965,nassim-nicholas-taleb,Nassim Nicholas Taleb,802.092,3,0.2308
3966,sun-ra,Sun Ra,802.1063,3,0.2308
3967,youssou-n-dour,Youssou N’Dour,802.1204,2,0.1538
3968,webu-sayadaw,Webu Sayadaw,802.1366,1,0.0769
3969,jacek-kuro,Jacek Kuroń,802.1366,1,0.0769
3970,isabel-wilkerson,Isabel Wilkerson,802.1954,1,0.0769
3971,gy-rgy-konr-d,György Konrád,802.2047,1,0.0769
3972,emperor-guangwu-of-han,Emperor Guangwu of Han,802.2106,1,0.0769
3973,anthony-fauci,Anthony Fauci,802.2205,3,0.2308
3974,nikole-hannah-jones,Nikole Hannah-Jones,802.2275,2,0.1538
3975,khaleda-zia,Khaleda Zia,802.2569,3,0.2308
3976,john-william-strutt-3rd-baron-rayleigh,"John William Strutt, 3rd Baron Rayleigh",802.2705,1,0.0769
3977,robert-motherwell,Robert Motherwell,802.2828,1,0.0769
3978,bryan-stevenson,Bryan Stevenson,802.3037,2,0.1538
3979,jean-honor-fragonard,Jean-Honoré Fragonard,802.3146,1,0.0769
3980,empress-l-zhi,Empress Lü Zhi,802.3311,1,0.0769
3981,edward-the-black-prince,Edward the Black Prince,802.3354,1,0.0769
3982,banana-yoshimoto,Banana Yoshimoto,802.3406,2,0.1538
3983,santiago-ram-n-y-cajal,Santiago Ramón y Cajal,802.3472,4,0.3077
3984,charles-the-bald,Charles the Bald,802.354,2,0.1538
3985,oliver-sacks,Oliver Sacks,802.3629,2,0.1538
3986,adrien-marie-legendre,Adrien-Marie Legendre,802.401,2,0.1538
3987,tejaniya,Tejaniya,802.4092,1,0.0769
3988,benedictus-de-spinoza,Benedictus de Spinoza,802.4439,2,0.1538
3989,khafra,Khafra,802.4487,2,0.1538
3990,ant-nio-dam-sio,António Damásio,802.4513,2,0.1538
3991,jules-hardouin-mansart,Jules Hardouin-Mansart,802.4735,1,0.0769
3992,ptolemy-ii-philadelphus,Ptolemy II Philadelphus,802.483,2,0.1538
3993,akwaeke-emezi,Akwaeke Emezi,802.4847,1,0.0769
3994,karl-friedrich-schinkel,Karl Friedrich Schinkel,802.5053,1,0.0769
3995,andrew-w-mellon,Andrew W. Mellon,802.5121,2,0.1538
3996,ren-cassin,René Cassin,802.527,2,0.1538
3997,k-sem-sultan,Kösem Sultan,802.53,1,0.0769
3998,cyrano-de-bergerac,Cyrano de Bergerac,802.5455,1,0.0769
3999,mun-bhuridatta,Mun Bhuridatta,802.5455,1,0.0769
4000,kenz-takada,Kenzō Takada,802.5854,2,0.1538
4001,giacomo-casanova,Giacomo Casanova,802.5949,1,0.0769
4002,stephen-cole-kleene,Stephen Cole Kleene,802.6136,1,0.0769
4003,mary-edwards-walker,Mary Edwards Walker,802.6235,2,0.1538
4004,curtis-lemay,Curtis LeMay,802.7013,2,0.1538
4005,dale-earnhardt,Dale Earnhardt,802.7256,2,0.1538
4006,harry-collins,Harry Collins,802.7499,1,0.0769
4007,otto-lilienthal,Otto Lilienthal,802.7614,2,0.1538
4008,ajahn-maha-bua,Ajahn Maha Bua,802.8181,1,0.0769
4009,olivier-messiaen,Olivier Messiaen,802.8199,2,0.1538
4010,bjarke-ingels,Bjarke Ingels,802.8658,2,0.1538
4011,naomi-klein,Naomi Klein,802.8757,3,0.2308
4012,julian-schwinger,Julian Schwinger,802.8862,1,0.0769
4013,sheila-jasanoff,Sheila Jasanoff,802.8862,1,0.0769
4014,walter-lippmann,Walter Lippmann,802.8887,1,0.0769
4015,william-hazlitt,William Hazlitt,802.9184,1,0.0769
4016,iannis-xenakis,Iannis Xenakis,802.9273,2,0.1538
4017,spike-lee,Spike Lee,802.9288,4,0.3077
4018,jean-nouvel,Jean Nouvel,802.9744,2,0.1538
4019,pope-linus,Pope Linus,802.9842,1,0.0769
4020,peter-zumthor,Peter Zumthor,803.002,2,0.1538
4021,lorraine-daston,Lorraine Daston,803.0225,1,0.0769
4022,hector-guimard,Hector Guimard,803.0772,1,0.0769
4023,bill-watterson,Bill Watterson,803.0965,3,0.2308
4024,michael-crichton,Michael Crichton,803.109,2,0.1538
4025,tom-jones,Tom Jones,803.1432,3,0.2308
4026,gary-larson,Gary Larson,803.1476,3,0.2308
4027,thomas-sydenham,Thomas Sydenham,803.1726,1,0.0769
4028,jim-henson,Jim Henson,803.1913,3,0.2308
4029,eugene-stoner,Eugene Stoner,803.2264,1,0.0769
4030,emperor-taizu-of-song,Emperor Taizu of Song,803.2361,1,0.0769
4031,saint-valentine,Saint Valentine,803.2437,1,0.0769
4032,steven-shapin,Steven Shapin,803.2951,1,0.0769
4033,saint-lawrence,Saint Lawrence,803.3085,1,0.0769
4034,drew-weissman,Drew Weissman,803.3208,4,0.3077
4035,ayaan-hirsi-ali,Ayaan Hirsi Ali,803.3231,2,0.1538
4036,nana-kwame-adjei-brenyah,Nana Kwame Adjei-Brenyah,803.3237,1,0.0769
4037,richard-neutra,Richard Neutra,803.3314,1,0.0769
4038,p-a-payutto,P. A. Payutto,803.3633,1,0.0769
4039,alexander-ostrovsky,Alexander Ostrovsky,803.3633,1,0.0769
4040,krzysztof-kie-lowski,Krzysztof Kieślowski,803.3954,4,0.3077
4041,john-singleton,John Singleton,803.3982,2,0.1538
4042,guru-granth-sahib,Guru Granth Sahib,803.4268,1,0.0769
4043,simon-schaffer,Simon Schaffer,803.4314,1,0.0769
4044,paul-farmer,Paul Farmer,803.467,2,0.1538
4045,john-ruskin,John Ruskin,803.498,2,0.1538
4046,sulak-sivaraksa,Sulak Sivaraksa,803.4996,1,0.0769
