"Name","Slug","Occupation","Born","HPI Rank","HPI Score","2025 Views","2024 Views","Gap","Gap Score","YoY Change %","Momentum Q1-Q3 %","Label"
"Pope John XXIII","Pope_John_XXIII","RELIGIOUS FIGURE","1881","199","87.979994","1067178","401542","+2.1×","0.33","165.8","-35.2","Rising Star"
"Xerxes I","Xerxes_I","POLITICIAN","-519","200","87.972897","879480","1044743","+1.8×","0.25","-15.8","-25.1","Cooling Off"
"Nicholas II of Russia","Nicholas_II_of_Russia","POLITICIAN","1868","201","87.9644","544766","1123022","~1×","0.04","-51.5","-14.7","Cooling Off"
"John Locke","John_Locke","PHILOSOPHER","1632","202","87.943282","1022808","1124653","+2.1×","0.32","-9.1","-8.1","Steady"
"Pelé","Pelé","SOCCER PLAYER","1940","203","87.929438","1939416","2294939","+3.9×","0.59","-15.5","-8.4","Famous"
"Saint Anne","Saint_Anne","RELIGIOUS FIGURE","-100","204","87.928764","321056","352804","−1.5×","-0.19","-9","13.8","Steady"
"Henry Kissinger","Henry_Kissinger","POLITICIAN","1923","205","87.91599","2309358","2093194","+4.7×","0.67","10.3","-4","Famous"
"Abraham Lincoln","Abraham_Lincoln","POLITICIAN","1809","206","87.871169","5415186","6255970","+11×","1.04","-13.4","-22.5","Post-Peak"
"Molière","Molière","WRITER","1622","207","87.832436","267012","262677","−1.8×","-0.26","1.7","-7.6","Steady"
"Ada Lovelace","Ada_Lovelace","MATHEMATICIAN","1815","208","87.828671","1536505","1612748","+3.1×","0.50","-4.7","-19.9","Steady"
"James K. Polk","James_K._Polk","POLITICIAN","1795","209","87.824384","1038117","1057922","+2.1×","0.33","-1.9","-21.7","Cooling Off"
"William III of England","William_III_of_England","POLITICIAN","1650","210","87.80887","1306781","1497601","+2.7×","0.43","-12.7","2.6","Steady"
"Franz Schubert","Franz_Schubert","COMPOSER","1797","211","87.804734","506467","543997","~1×","0.02","-6.9","-15.7","Steady"
"Francis of Assisi","Francis_of_Assisi","RELIGIOUS FIGURE","1182","212","87.803789","1339941","1138213","+2.7×","0.44","17.7","-5.1","Steady"
"James II of England","James_II_of_England","POLITICIAN","1633","213","87.786515","1072725","1406270","+2.2×","0.34","-23.7","4.3","Steady"
"Pope Pius XII","Pope_Pius_XII","RELIGIOUS FIGURE","1876","214","87.713213","1168634","479649","+2.4×","0.38","143.6","-11","Rising Star"
"Pompey","Pompey","POLITICIAN","-106","215","87.680662","676488","733337","+1.4×","0.14","-7.8","-8.6","Steady"
"Darius the Great","Darius_the_Great","POLITICIAN","-550","216","87.661483","661077","799016","+1.4×","0.13","-17.3","-34.4","Cooling Off"
"Steven Spielberg","Steven_Spielberg","FILM DIRECTOR","1946","217","87.650308","3783899","3600928","+7.8×","0.89","5.1","12.2","Famous"
"Mikhail Gorbachev","Mikhail_Gorbachev","POLITICIAN","1931","218","87.633594","2276377","2356650","+4.7×","0.67","-3.4","-15.5","Famous"
"Miguel de Cervantes","Miguel_de_Cervantes","WRITER","1547","219","87.600783","469995","470892","~1×","-0.01","-0.2","-4.4","Steady"
"Leonhard Euler","Leonhard_Euler","MATHEMATICIAN","1707","220","87.598203","826080","790874","+1.7×","0.23","4.5","-10.6","Steady"
"Kim Jong-il","Kim_Jong-il","POLITICIAN","1941","221","87.592741","59340","68229","−8.1×","-0.91","-13","-9.2","Underrated"
"Bob Marley","Bob_Marley","MUSICIAN","1945","222","87.583999","3383354","10636588","+7.0×","0.85","-68.2","-27.1","Crashing"
"Caravaggio","Caravaggio","PAINTER","1571","223","87.569806","919955","1138608","+1.9×","0.28","-19.2","1.7","Steady"
"Elvis Presley","Elvis_Presley","SINGER","1935","224","87.567078","6061091","8529561","+13×","1.10","-28.9","-23.7","Post-Peak"
"Saint George","Saint_George","RELIGIOUS FIGURE","280","225","87.566888","1392954","1324505","+2.9×","0.46","5.2","144.2","Rising Star"
"Pope Pius IX","Pope_Pius_IX","RELIGIOUS FIGURE","1792","226","87.553839","648719","310328","+1.4×","0.13","109","-29.9","Rising Star"
"Arthur Schopenhauer","Arthur_Schopenhauer","PHILOSOPHER","1788","227","87.545901","807121","754851","+1.7×","0.23","6.9","-1","Steady"
"Charles V, Holy Roman Emperor","Charles_V,_Holy_Roman_Emperor","POLITICIAN","1500","228","87.504983","1369275","1303079","+2.9×","0.46","5.1","-5.3","Steady"
"Montesquieu","Montesquieu","PHILOSOPHER","1689","229","87.458679","345447","361593","−1.4×","-0.14","-4.5","-6.6","Steady"
"Attila","Attila","POLITICIAN","406","230","87.44361","1215445","1140553","+2.6×","0.41","6.6","-17.9","Steady"
"Maria Theresa","Maria_Theresa","POLITICIAN","1717","231","87.442359","1068009","878433","+2.2×","0.35","21.6","30.4","Rising Star"
"Marie Antoinette","Marie_Antoinette","NOBLEMAN","1755","232","87.432521","4152367","3779341","+8.7×","0.94","9.9","-20.2","Post-Peak"
"Francisco Goya","Francisco_Goya","PAINTER","1746","233","87.420285","589787","741831","~1×","0.09","-20.5","-10.9","Steady"
"Osman I","Osman_I","POLITICIAN","1254","234","87.413342","1057148","931466","+2.2×","0.35","13.5","-22.7","Cooling Off"
"Marcus Aurelius","Marcus_Aurelius","POLITICIAN","121","235","87.407101","2768660","3344701","+5.9×","0.77","-17.2","-39.4","Post-Peak"
"Maximilien Robespierre","Maximilien_Robespierre","POLITICIAN","1758","236","87.36552","1229504","1289402","+2.6×","0.42","-4.6","3.7","Steady"
"Igor Stravinsky","Igor_Stravinsky","COMPOSER","1882","237","87.341769","475693","546907","~1×","0.00","-13","-0.1","Steady"
"Gustav Mahler","Gustav_Mahler","COMPOSER","1860","238","87.33796","522308","529707","~1×","0.04","-1.4","-1.3","Steady"
"Jean-Paul Sartre","Jean-Paul_Sartre","WRITER","1905","239","87.30843","914599","876320","+1.9×","0.29","4.4","-0.3","Steady"
"Johannes Vermeer","Johannes_Vermeer","PAINTER","1632","240","87.283715","452867","516378","~1×","-0.02","-12.3","-12.3","Steady"
"Nefertiti","Nefertiti","COMPANION","-1400","241","87.277672","690292","733342","+1.5×","0.17","-5.9","-19.1","Steady"
"T. S. Eliot","T._S._Eliot","WRITER","1888","242","87.250598","932272","959676","+2.0×","0.30","-2.9","-2.2","Steady"
"Sandro Botticelli","Sandro_Botticelli","PAINTER","1445","243","87.241949","356218","407012","−1.3×","-0.12","-12.5","-4.2","Steady"
"Musa I of Mali","Musa_I_of_Mali","POLITICIAN","1280","244","87.240181","17866","18602","−26×","-1.42","-4","5","Forgotten"
"Max Weber","Max_Weber","SOCIOLOGIST","1864","245","87.200806","541708","607128","~1×","0.06","-10.8","-2.7","Steady"
"Yuri Gagarin","Yuri_Gagarin","ASTRONAUT","1934","246","87.192296","1023933","1114195","+2.2×","0.34","-8.1","-14.3","Steady"
"Hafez al-Assad","Hafez_al-Assad","POLITICIAN","1930","247","87.192233","722881","1603619","+1.6×","0.19","-54.9","-18.6","Cooling Off"
"Nero","Nero","POLITICIAN","37","248","87.187992","1945404","2072583","+4.2×","0.62","-6.1","-18","Famous"
"Edvard Munch","Edvard_Munch","PAINTER","1863","249","87.1676","589011","630788","+1.3×","0.10","-6.6","-19.3","Steady"
"Wilhelm Röntgen","Wilhelm_Röntgen","PHYSICIST","1845","250","87.145968","265305","275558","−1.7×","-0.24","-3.7","-5.2","Steady"
"Jack the Ripper","Jack_the_Ripper","EXTREMIST","1850","251","87.136732","2982569","2504894","+6.4×","0.81","19.1","-47.4","Post-Peak"
"Giuseppe Garibaldi","Giuseppe_Garibaldi","POLITICIAN","1807","252","87.086686","948871","729580","+2.0×","0.31","30.1","-36.4","Cooling Off"
"Ptolemy","Ptolemy","ASTRONOMER","100","253","87.069373","533062","635534","~1×","0.06","-16.1","-8","Steady"
"Francis II, Holy Roman Emperor","Francis_II,_Holy_Roman_Emperor","POLITICIAN","1768","254","87.047868","700581","711433","+1.5×","0.18","-1.5","-10","Steady"
"Henry VI of England","Henry_VI_of_England","POLITICIAN","1421","255","87.028624","1379073","1362687","+3.0×","0.48","1.2","-10.9","Steady"
"Freddie Mercury","Freddie_Mercury","MUSICIAN","1946","256","87.001642","5215034","5318228","+11×","1.05","-1.9","3.1","Famous"
"Diego Velázquez","Diego_Velázquez","PAINTER","1599","257","86.972283","301565","314365","−1.5×","-0.18","-4.1","-19.6","Steady"
"Louis XV of France","Louis_XV_of_France","POLITICIAN","1710","258","86.92629","99854","131156","−4.6×","-0.66","-23.9","-30.7","Declining"
"Dmitri Mendeleev","Dmitri_Mendeleev","CHEMIST","1834","259","86.91909","395873","406254","~1×","-0.06","-2.6","-41.7","Cooling Off"
"Antoni Gaudí","Antoni_Gaudí","ARCHITECT","1852","260","86.91752","774583","805678","+1.7×","0.23","-3.9","22","Rising Star"
"William IV of the United Kingdom","William_IV_of_the_United_Kingdom","POLITICIAN","1765","261","86.909038","66580","74804","−6.9×","-0.84","-11","3.6","Underrated"
"Edward IV of England","Edward_IV_of_England","POLITICIAN","1442","262","86.907746","300294","486856","−1.5×","-0.18","-38.3","-6.1","Steady"
"Cyrus the Great","Cyrus_the_Great","POLITICIAN","-600","263","86.906595","1437085","1411862","+3.1×","0.50","1.8","-14.6","Steady"
